text,label
bortolami predicts dour contest italy skipper marco bortolami believes saturday s six nations contest against scotland will be a scrappy encounter.  with both sides looking for their first win of the championship  the third-round game at murrayfield has been billed as a wooden-spoon decider. and bortolami feels the edinburgh contest could end up being a bruising battle of the packs.  it will not be a pretty game because both teams are desperate to gain their first win   said the lock forward. italy have only recorded three wins since they joined the six nations in 2000  but two of those have come against scotland. this year  italy opened up with a stubborn display against ireland but ended up losing 28-17.  however  they were thoroughly outplayed by an impressive welsh side in rome last time out. now the italians travel to edinburgh hoping to claim their first away win in the six nations.  scotland played extremely well against france in paris but not so well when ireland came to edinburgh   said bortolami.  we are still very disappointed with our last game against wales in rome and we are thoroughly determined to right the wrongs.  as a nation  our quest is to be respected as a team worthy of a place in this tournament and we can only do this by winning games.,sport
england given tough sevens draw england will have to negotiate their way through a tough draw if they are to win the rugby world cup sevens in hong kong next month.  the second seeds have been drawn against samoa  france  italy  georgia and chinese taipei. the top two sides in each pool qualify but england could face 2001 winners new zealand in the quarter-finals if they stumble against samoa. scotland and ireland are in pool a together with the all blacks. england won the first event of the international rugby board world sevens series in dubai but have slipped to fourth in the table after failing to build on that victory.  however  they beat samoa in the recent los angeles sevens before losing to argentina in the semi-finals.  england have the ability and determination to win this world cup and create sporting history by being the only nation to hold both the 15s and sevens world cups at the same time   said england sevens coach mike friday.  england have a fantastic record in hong kong and have won there the last three years  but the world cup is on a different level.  every pool contains teams who have caused upsets before and we will have to work hard to ensure we progress from our group.  we have not performed consistently to our true potential so far in the irb sevens which has been disappointing - but we can only look forward.  england won the first rugby world cup sevens in 1993 with a side that included the likes of lawrence dallaglio and matt dawson. in 1997 and 2001  england lost in the quarter-finals.  (seeds in brackets)  new zealand (1)  scotland (8)  tonga  ireland  korea  usa.  england (2)  samoa (7)  france  italy  georgia  chinese taipei.  fiji (3)  australia (6)  canada  portugal  japan  hong kong.  argentina (4)  south africa (5)  kenya  tunisia  russia  uruguay.,sport
uk s  useless  quangos under fire the uk has 529 quangos financed with billions of pounds of taxpayers  cash - many of which are useless or duplicate each other s efforts  a report claims.  essential guide to british quangos 2005 author dan lewis said at least 111 of the appointed bodies had been set up since labour won power in 1997. he urged a limit on the number of quangos that could be set up by any individual government department. tories and lib dems welcomed the report and called for a  slimming down .  conservative deregulation spokesman john redwood said:  the research endorses our policy of destroying unwanted and unnecessary quangos  and slimming down the rest.   a conservative government will axe 162 quangos  as part of its drive for more efficient and more accountable government.  lib dem spokesman ed davey meanwhile said instead of the  bonfire of quangos  new labour had promised  there had been an  explosion  of them.  for over two decades  under both tory and labour governments  these unaccountable agencies have mushroomed.  liberal democrats would abolish many  merge others  and make any that remain properly accountable.  labour representatives were unavailable for comment. the quango guide follows last year s government-commissioned gershon report which recommended significant cuts in bureaucracy across the public sector.  mr lewis wants a public inquiry into regional development agencies which cost £1.8bn a year - cash he says which  appears to be almost entirely wasted . as well as a departmental limit on quangos he also wants a statutory five-year limit on any such body with executive powers. he also listed what he dubbed the nine  most useless quangos . they were the british potato council  the milk development council  the energy savings trust  agricultural wages committees  the wine standards board  the westminster foundation for democracy  the football licensing authority  investors in people uk and the economic and social research council. mr lewis branded the existence of the 60-employee potato council  set up in 1997 to research and promote overseas potato markets   surprising . he said the £80m spent annually on the energy savings trust  which promotes renewable energy  would be better spent on eight million boiler jackets for british homes.  and he argued it was  absurd  to charge farmers for agricultural wages committees  which set working and wage standards in the industry  when many were prepared to take advantage of immigrant labour prepared to work for £1 an hour.  if a football team can afford to pay £27m for wayne rooney  why should the taxpayer - not all of whom like football - be forced to fund the football licensing authority to the tune of over £1.1m a year   mr lewis asked. the report is published by the efficiency in government unit - a joint effort by right of centre think tanks the economic research council and the centre for policy studies. it says before a new public body is set up  an assessment should be made whether its proposed role is already carried out by an existing charity or other private organisation.,politics
henman overcomes rival rusedski tim henman saved a match point before fighting back to defeat british rival greg rusedski 4-6 7-6 (8-6) 6-4 at the dubai tennis championships on tuesday.  world number 46 rusedski broke in the ninth game to take a tight opening set. rusedski had match point at 6-5 in the second set tie-break after henman double-faulted  but missed his chance and henman rallied to clinch the set. the british number one then showed his superior strength to take the decider and earn his sixth win over rusedski. serve was held by both players with few alarms until the seventh game of the final set  when rusedski s wild volley gave henman a vital break. a furious rusedski slammed his racket onto the ground in disgust and was warned by the umpire.  henman  seeded three  then held his serve comfortably thanks to four serve-and-volley winners to take a clear 5-3 lead. rusedski won his service game but henman took the first of his three match points with a service winner to secure his place in the second round at dubai for the first time in three years. it was the first match between the pair for three years - henman last lost to rusedski six years ago - and lasted two hours and 40 minutes. the pair are now likely to only face each other on court as rivals - rather than as team-mates - after henman decided to retire from davis cup tennis leaving rusedski to lead the team out against israel on 4-6 march. henman  who now faces russian igor andreev in the last 16  admitted afterwards it was difficult coming up against his compatriot on a fast surface.  you just take it point by point when you re fighting to stay in the match   he said.  i had to keep playing aggressively and competing to get a chance.  i now have to recover in time for the next match because the body doesn t recover as quick as it used to  especially after two hours and 40 minutes.,sport
llewellyn plans wales retirement wales record cap holder gareth llewellyn will retire from test rugby at the end of the six nations.  the veteran lock  who is 36 at the end of february  told bbc wales scrum v that it is time for him to bring down the curtain on his 92-cap wales career. llewellyn is on a one-season deal with french club side narbonne  but said he may consider retiring from all rugby.  i don t know what i ll do next year  whether to carry on playing or make a change in my career   llewellyn said.  narbonne are really keen for me to stay on for next year  so i ve got to decide whether to stay on there or maybe go somewhere else  but ultimitely coaching is where i d like to end up.  i ve done all the coaching awards and everything you can do in that respect  so it s just hopefully getting a chance somewhere.  fellow locks robert sidoli and brent cockbain  who both scored tries in saturday s six nations win in italy  are wales coach mike ruddock s preferred starters in the second row.  with the resurgence of the dragons  ian gough and the adaptibility of lock-cum-flanker jon thomas on the bench  llewellyn has not yet made a match-day squad this six nations campaign. but the former neath and ospreys player is still targetting one last outing in the red shirt.  if i do get on the field then brilliant  although the boys are doing really well and i m very pleased for them   llewellyn added.  we ve had some really tough years in wales and the players have been through a hell of a lot.  sometimes the easiest thing would have been to throw the towel in and walk away  but a few of us dug in there and it s really nice to see some of the boys getting the rewards now.  i was going to retire at the end of the last six nations  i d even told some of the boys in the squad about it.  but mike (ruddock) asked me to carry on for another season  which i ve done  still part of the squad  still trying to help them out as much as i can.  llewellyn made his wales debut in 1989 against new zealand as a 20-year-old  having caught the selectors  eyes in the all blacks  tour match against neath. the 6ft 6in player has not looked back since  going on to break neil jenkins  wales cap record on 12 june 2004 in the 50-44 loss in argentina.   there s been lots of highs - winning the six nations in  94  beating england in  93  i ve been on some great tours and seen some fantastic countries   llewellyn said.  but i think the best thing of all for me was the time i spent with the players  i ve met some great guys in rugby and made some great friends.  it ll be a bit strange on international days having to find somewhere to watch wales play  but at least i might have time to get my golf handicap down!  llewellyn captained neath for seven seasons  while being an integral part of the neath-swansea ospreys regional side s first season. but with the ospreys building for the future  llewellyn was eventually forced to look to france for employment - digging in his heels during contract negotiations to insist he must be allowed to play for wales.,sport
councils  must find gypsy sites  ministers are telling councils to find more sites for travellers  amid continuing rows concerning a string of unauthorised encampments.  councils are also to be given stronger powers to move on illegal settlements by gypsy communities on rural land. more money is to be given to councils to develop official caravan parks  said housing minister yvette cooper. in november  mps urged ministers to make councils create sites because 3 500 travellers have no place to stop. ms cooper said an annual scheme to refurbish existing traveller sites would now be extended to consider council bids for new stopping places. that scheme has paid out £25m in four years  with £8m available for 2005.   there are two major problems in the planning system at the moment concerning gypsy and traveller sites   said ms cooper.  firstly  local authorities are not identifying enough appropriate locations either for private or public sites. and secondly  they do not have enough powers to deal swiftly with development on inappropriate sites.  the result is that there are too many developments on inappropriate sites  causing tensions and difficulties for both the neighbouring communities and the gypsies and travellers.  that is why we are consulting on a new obligation on local authorities to identify more appropriate sites  as well as new powers to take immediate action if the development is in the wrong place and cannot be tolerated in even the short-term because of risk to local amenity and the environment.  under the new regulations  expected to be in force in the spring  officials will be able to serve  temporary stop notices  aimed at preventing works on a site before a council has had chance to obtain a full legal ban. many mps with rural constituencies  particularly in eastern england  have been pressing the government to create stronger enforcement powers  saying villagers are suffering because of the legal delays in removing illegal encampments.  andrew ryder  of the traveller law reform coalition  said:  we welcome talk about an obligation on councils to identify land for gypsies and travellers  so long as it is a real obligation as opposed to a recommendation which could be and was easily ignored.  new accommodation proposals for travellers need to be backed up with decent funding and intervention by the government when councils attempt to dodge their responsibilities towards travellers  as they often do.  living on the side of the road or being worn down by planning appeals  legal action and eviction is no one s idea of fun.  in their november report  mps from the committee scrutinising the office for the deputy prime minister  responsible for housing  said most illegal traveller encampments were caused by a lack of places to stop. numerous communities and councils were paying for lengthy and expensive evictions against travelling communities  said the mps. in turn  the problems had worsened because councils were reluctant to voluntarily provide sites because of resistance from residents. two of the most controversial traveller sites - cottenham in cambridgeshire and minety in wiltshire - remain embroiled in an ongoing legal battle.,politics
davenport hits out at wimbledon world number one lindsay davenport has criticised wimbledon over the issue of equal prize money for women.  reacting to a disputed comment by all england club chairman tim phillips  the american said:  i think it is highly insulting if prize money is taken away.  somebody  i think it was mr phillips  said they won t have money for flowers at wimbledon. that s insulting.  an all england club spokesperson denied phillips made the remark  insisting:  he definitely didn t say it.  the statement added:  it was said by someone else and was a humorous aside at the end of a radio interview when the conversation had moved to talking about the wimbledon grounds.   davenport was speaking following the announcement that this week s dubai duty free event will join the us and australian opens in offering equal prize money for women.  you hear about women playing only three sets while men play five   said daveport.  and the best women are never going to beat the best men.  but it s a different game you go to watch with the women - it doesn t make it better or worse.  hopefully we will be able to change people s minds.   serena williams  who is also in dubai  added:  i m obviously for equal prize money.  women s tennis is exciting. men s tennis is exciting as well  but the women have it right now.  if you are bringing in the spectators you should be able to reap what everyone else is able to reap.,sport
dundee utd 4-1 aberdeen dundee united eased into the semi-final of the scottish cup with an emphatic win over aberdeen.  alan archibald prodded united ahead in 19 minutes and james grady made it two from close range 10 minutes later. richie byrne s header gave aberdeen a way back into the game  but stevie crawford restored united s lead from 18 yards before half time. the scoring was completed by grady just after the break - a superb shot on the turn making it 4-1. tony bullock in the united goal was called into action for the first time with just over a quarter-of-an-hour on the clock. noel whelan laid the ball off to jamie winter on the edge of the box  but his first-time effort was gathered by the united keeper. moments later though  the home side took the lead. barry robson whipped in a free kick from the right  which stevie crawford caught on the volley. russell anderson failed to deal with it and whelan s clearance off the line landed kindly at the feet of archibald  who poked the ball into the net. united doubled their lead after 29 minutes when grady tapped the ball into an empty net after robson had headed mark wilson s cross off the angle of post and bar. but only three minutes later aberdeen clawed their way back into the match. a free kick from the left by winter was met powerfully by the head of byrne at the back post  leaving bullock helpless.  united restored their two-goal lead four minutes before the end of a highly entertaining first half. jason scotland played a perfectly-weighted pass into the path of the onrushing crawford and he coolly beat ryan esson from 18 yards. united ended the game as a contest just two minutes after the interval. grady received a pass from crawford with his back to goal on the edge of the box and after taking one touch  he spun to volley the ball past the despairing dive of esson. the home side were in complete control and it required a good stop from esson to keep out robson s drive after 62 minutes. the keeper denied the same player again 10 minutes later  beating away his fierce shot from the left of the penalty area. robson saw another long-range effort tipped round the post before a cute lob was headed off the line.  bullock  duff  wilson  ritchie  archibald  scotland (samuel 63)  brebner  kerr (cameron 87)  robson  crawford  grady.  colgan  dodds  kenneth.  brebner.  archibald 19  grady 29  crawford 41  grady 47.  esson  hart  anderson  diamond  byrne (morrison 75)  mcnaughton  heikkinen (foster 27)  winter  clark (stewart 51)  mackie  whelan.  blanchard  mcguire.  : anderson  diamond.  byrne 33.  8 661  k clark,sport
greek pair set for hearing kostas kenteris and katerina thanou will fight the provisional two-year bans imposed on them by the iaaf at an independent tribunal this weekend.  athletics  ruling body took action against the pair for failing to take drugs tests before the athens olympics. an independent tribunal of the greek track and field federation will meet to decide whether to ratify the sanction. the sprint duo face charges of failing to give information on their location and refusing to submit to a drugs test. kenteris  lawyer gregory ioannidis told bbc sport:  we refute both charges as unsubstantiated and illogical.  there have been certain breaches in the correct application of the rules on behalf of the sporting authorities and their officials  and these procedural breaches have also violated my client s rights.  there is also evidence that proves the fact that my client has been persecuted.  ioannidis  who is a law lecturer at the university of buckingham  added:  one of the important rights and foundations of law and justice - that the accused should be presumed innocent unless proved otherwise - has been tarnished.  the panel will also decide on the two-year ban imposed on the athletes  controversial coach christos tzekos by the iaaf. kenteris  the 2000 olympic 200m champion  and thanou  the women s 100m silver medallist from the same games in sydney  quit the olympics on 18 august after failing to give samples on the eve of the opening ceremony.  testers could not find them at the olympic village and the duo were later admitted to hospital after claiming to have been involved in a motorcycle accident. they also missed tests in tel aviv  chicago and athens before the games. in imposing two-year suspensions on the duo on 22 december  the iaaf described their explanations for missing the tests as  unacceptable . whatever the findings of the independent tribunal  all parties will have the right to appeal to the court of arbitration for sport. the tribunal hearing will take place at the hellenic olympic committee building. it will start at 1200 gmt on saturday and is expected to finish early next week. the tribunal panel will consist of five members - president konstantinos panagopoulos and panagiotis dimakos  haralabos hrisanthakis  stilianos perakis and ioannis karmis. kenteris and thanou also face criminal charges in greece for allegedly faking the motorcycle accident. eight criminal charges have been laid against the sprinters as well as tzekos  an eyewitness to the accident and hospital officials. but there has been speculation that the charges could be dropped.,sport
candela completes bolton switch bolton boss sam allardyce has signed roma defender vincent candela on a five-month deal.  the 31-year-old former france international gave his last press conference as a roma player on monday  anouncing his move to bolton.  i have signed a five-month contract with bolton   said candela  who will travel to england on tuesday.  in june i will decide whether to continue to play for bolton or retire from professional football.  allardyce hopes candela s arrival will relieve bolton s injury crisis after defender nicky hunt limped out injured during oldham s 1-0 win against oldham in the fa cup on sunday.  in light of what has happened to nicky hunt  with his injury  it might be a blessing in disguise that we can bring in a highly-experienced full-back to help with our injuries at the back   allardyce said.  he has an outstanding pedigree in the game and has won honours at the highest level including the world cup in 1998.  he has not played regular football this year but is eager to impress in the premiership.  he can play in any position at the back and despite him being predominately right-footed he has played the majority of his career at left-back.  candela  who was a member of the roma side that won the title in 2001  has made only seven league appearances this season for luigi del neri s side.,sport
big guns ease through in san jose top-seeded americans andy roddick and andre agassi survived minor scares to reach the last eight of the sap open.  agassi endured early problems against left-handed dane kenneth carlsen before sealing a 7-5 6-1 victory. and world number three roddick dropped a set to korean player hyung-taik lee  before pulling out a 6-3 3-6 6-2 win in san jose  california. seventh seed jurgen melzer came through 6-3 6-3 against xavier malisse - winner in delray beach last week. frenchman cyril saulnier  meanwhile  fired 19 aces to secure a 6-1 7-6 win over czech qualifier tomas zib.  roddick broke a racket in frustration in the third game of the second set. and afterwards was unimpressed with his form.  i m not playing great   he said.  but i m through and i m going to keep battling.  a lot of people are under the assumption that it s easy to play well every week and it s not.  it is the 12th time in 13 appearances at the event that agassi  now 34  has progressed to the quarter-final stage. he came from 0-40 down in the opening game to hold serve and gradually wore carlsen down after attacking his backhand. agassi also employed several lobs and charged to the net to unsettle the 31-year-old dane  ranked 88th in the world.  as the match went on  i got real patient and waited for my opportunities and felt pretty good   said agassi.,sport
minister digs in over doping row the belgian sports minister at the centre of the svetlana kuznetsova doping row says he will not apologise for making allegations against her.  claude eerdekens claims the us open champion tested positive for ephedrine at an exhibition event last month. criticised for making the announcement  he said:  i will never apologise. this product is banned and it s up to her to explain why it s there.  kuznetsova says the stimulant may have been in a cold remedy she took. the russian said she did nothing wrong by taking the medicine during the event. the women s tennis association cleared kuznetsova of any offence because the drug is not banned when taken out of competition.  eerdekens said he made the statement in order to protect the other three players that took part in the tournament  belgian justine henin-hardenne  nathalie dechy of france and russia s elena dementieva. but dechy is fuming that she has been implicated in the row.  how can you be happy when you see your face on the cover page and talking about doping   dechy said.  i m really upset about it and i think the belgian government did a really bad job about this.  i think we deserve an apology from the guy. you cannot say anything like this - you cannot say some stuff like this  saying it s one of these girls. this is terrible.  dementieva is also angry and says that dechy and herself are the real victims of the scandal.  you have no idea what i have been through all these days. it s been too hard on me   she said.  the wta are trying to handle this problem by saying there are three victims  but i see only two victims in this story - me and nathalie dechy  who really have nothing to do with this.  to be honest with you  i don t feel like i want to talk to sveta at all. i m just very upset with the way everything has happened.,sport
regiments  group in poll move a regiments  campaign group is to target nine marginal labour seats at the general election.  save the scottish regiments will also field a candidate against armed forces minister adam ingram in east kilbride. the group  which is unhappy at defence merger plans  is endorsing opposition candidates in nine seats. the marginals are aberdeen south  dumfriesshire  dundee east and west  south west edinburgh  ochil  stirling  east renfrewshire and western isles. the campaigners unveiled a huge poster featuring black watch soldiers fighting the war in iraq before they announced their election plans.  former scots guardsman allan hendry will challenge mr ingram. the group said it is well organised  with 350 volunteers  and will be announcing at least one other candidate later. it added that it can only be stopped from inflicting serious damage on labour if the government reverses its plan to merge the six scottish regiments.  scotland s only conservative mp peter duncan said the save the scottish regiments had done a  superb job  in fighting against defence cuts. he added:  their actions have reflected the pride that most people in this country have in our troops  and have shown a steely determination to make labour pay for their betrayal.  i have been honoured to speak at their rallies throughout scotland.  scottish national party leader alex salmond said it had received a  big boost  from the campaign s decision to endorse snp candidates in four marginal seats.   labour s arrogance has been their undoing. in trying to get rid of scotland s historic regiments  labour mps will end up being scrapped themselves   he said. however  labour mp george foulkes said the campaigners would not make any difference to the outcome of the election and would not win the argument.  a serving soldier knows that what labour is proposing is right   he said. as well as their election move  save the scottish regiments will join other campaigners at a rally in london in the spring. defence secretary geoff hoon announced last year that scotland s regiments would be combined into a single unit. the move was part of overall army reforms.,politics
labour seeks to quell feud talk labour s leadership put on a show of unity at a campaign poster launch after mps criticised tony blair and gordon brown over reports of their rift.  mr brown was joined at the launch by john prescott and alan milburn  the man controversially put in charge of election planning by mr blair. a private meeting on monday saw normally loyal mps warn that feuding could jeopardise their election hopes. it follows a new book charting disputes between prime minister and chancellor.  the event was the first time mr milburn has shared a platform with the chancellor since taking mr brown s traditional poll planning role. but the pair chatted amicably and mr brown insisted he was happy with his current campaign task. asked about how he would deal with claims that he did not trust the prime minister  mr brown replied:  you can see that our record on the economy is about the british people trusting us to run the economy.   he refused to comment on the new book  saying nobody should be distracted from the business of government. mr brown later told reporters:  of course i trust the prime minister.  downing street cited that comment when reporters  suggested mr brown had pointedly failed to deny claims he had once told mr blair:  there is nothing you could ever say to me now that i could ever believe . labour s new posters say britain is enjoying the lowest inflation since the 1960s  lowest unemployment for 29 years and the lowest mortgage rates for 40 years. they urge voters not to let the tories take things backwards. mr milburn promised a poll campaign  which is upbeat  confident and above all else optimistic about the future of our country .  conservative co-chairman liam fox derided the photo call  saying:  the show of unity was the worst acting i have seen since prisoner cell block h.  labour had broken promises by raising taxes 66 times and brought the slowest economic growth in the english-speaking world  he said.  the prime minister and chancellor faced backbench discontent at monday s meeting of the parliamentary labour party over claims made in journalist robert peston s new book. mr blair told mps and peers:  i know from everyone here  in cabinet and government  nothing is going to get in the way of a unified labour party with a unified position and winning the third term people desperately need.  labour s paul flynn said the pair had had a  scorching  from mps.  on tuesday  deputy prime minister mr prescott told bbc news:  they told us very clearly  it was the troops telling the leaders: get in line.  the new book claims mr prescott hosted a dinner in november 2003 where the prime minister told mr brown he would stand down before the next election because he had lost trust over the iraq war. mr blair then changed his mind in june 2004  after cabinet allies intervened and amid suspicion the chancellor was manoeuvring against him  writes mr peston. mr prescott said there was a dinner but the discussions were confidential.  of course as a waiter for 10 years i have a professional ability here   he joked.,politics
everton s weir cools euro hopes everton defender david weir has played down talk of european football  despite his team lying in second place in the premiership after beating liverpool.  weir told bbc radio five live:  we don t want to rest on our laurels and say we have achieved anything yet.  i think you start taking your eye off the ball if you make statements and look too far into the future.  if you start making predictions you soon fall back into trouble. the only thing that matters is the next game.  he said:  we are looking after each other and hard work goes a long way in this league. we have definitely shown that.  also injuries and suspensions haven t cost us too badly and we have a lot of self-belief around the place.,sport
wales stars need a rest - ruddock wales coach mike ruddock has defended his decision not to release any of the international stars for this weekend s regional celtic league fixtures.  ruddock says the players will benefit from the rest  and their absence will give youngsters a chance to impress.  we ve got the wru charter in place now which outlines exactly what happens   ruddock told bbc wales sport.  once we re in the six nations  the players will only be released in his and the wru s best interests.  the ospreys and scarlets say they are happy to support the wales cause  but the dragons have expressed disappointment at not being able to use their national squad players in friday s game with ulster. ceri sweeney  gareth cooper  ian gough and kevin morgan have been used sparingly by ruddock in the opening two six nations wins and captain jason forster believes they would benefit from a game with the dragons.   i m sure the guys would want to come back to get some game time   forster told bbc wales sport.  it would also be a timely reminder to mike [ruddock] as to what they can do.  and the supporters want to see the star players - no disrespect to the other guys - performing on the pitch.  ruddock  though  is keen to protect his players from injury and fatigue.  at this stage  there s nothing more [the players] can do in games to impress me further.  we ve got to look at it at another angle and see the opportunities that are provided for the younger players in the region.  for example  the dragons might use james ireland this weekend. i ve been looking at the lad - he s a great prospect for the future.  french and english clubs have requested to have all their international players available which means stephen jones  gareth thomas and mefin davies will play this weekend. the majority of ireland and scotland players have also been released for provincial duty.,sport
immigration to be election issue immigration and asylum have normally been issues politicians from the big parties have tiptoed around at election time.  but no longer. both labour and the tories have signalled their intention of making them central to their election campaigns. they have been struck by the level of concern amongst voters about the issues  with internal surveys showing they have the potential to swing large numbers of votes. that was also true at the last general election and the issue did briefly become a campaigning issue. but it sparked the probably predictable furore with claims politicians were either stoking up xenophobia or  alternatively  running scared of addressing the problem. but this time around it looks set to be one of the core battlegrounds with both the big parties competing to set out tough policies.  the tories are already committed to imposing annual limits on immigration  with a quota for asylum seekers and with applications processed outside the uk. labour has already branded the proposal unworkable but party strategists have seen the tories seizing a poll advantage over the issue.  now home secretary charles clarke has come up with alternative proposals for a points system to ensure only immigrants who can benefit the economy will be granted entry  and to kick out more failed asylum seekers. that has been attacked by the tories as too little  too late and for failing to tackle the key issue of the numbers entering the uk. the liberal democrats have not been drawn too deeply into the argument but have called for a europe-wide policy on immigration.  but  while all the parties appear to agree the time has come to properly debate and address the issue  there are already signs they will run into precisely the same problems as before. former union leader sir bill morris has already accused both the big parties of engaging in a  bidding war about who can be nastiest to asylum seekers .   my concern is that  whilst the labour party and the conservative party will take a constructive approach to the debate  right-wing political parties  picking up on statements like `burden to britain  will exploit this and create a lot of fear and uncertainty . it is precisely that concern - and the possible suggestion the issue is playing to the far right s racist agenda - that will provoke strong reactions from many concerned with this issue. the challenge for the big parties is to ensure they can engage in the debate during the cut and thrust of a general election while also avoiding that trap.,politics
woolf murder sentence rethink plans to give murderers lighter sentences if they plead guilty have been watered down.  there was an outcry three months ago when the sentencing guidelines council - led by lord woolf - published its proposals for england and wales. it had suggested judges should reduce sentences by a third for murderers who confessed at the earliest opportunity. but that has now been changed to one-sixth  with no reduction for those killers given a  whole life tariff . at the time lord woolf  the lord chief justice  had said the one third reduction would only be in extraordinary circumstances - for example  if people gave themselves up before their crime had even been detected. the guidelines were to recognise the need to spare victims and witnesses the trauma of going to court where possible  by allowing lighter sentences for guilty pleas and co-operation  he said.  but director of the victims of crime trust  norman brennan  accused lord woolf of having an  arrogant contempt for victims of crime and the law-abiding public . the national association of probation officers said the move would be  political suicide . in revised proposals from the sentencing guidelines council (sgc)  the section on murder said possible reductions would have to be  weighed carefully  by a judge so they did not lead to  an inappropriately short sentence . where it was appropriate to reduce the minimum term having regard to a plea of guilty  the maximum reduction would be one sixth  and should never exceed five years  it said.  in a statement issued on wednesday lord woolf said:  i have no doubt that being able to call on the diverse backgrounds and experiences of all those that serve on the sgc has vastly improved the final guidelines.  i am confident  as a result  that judges will be better placed to deliver sentences which are effective both as punishments and deterrents to offending and reoffending.  director of public prosecutions  ken macdonald qc  who sits on the sgc  said the principle of discounting sentences to offenders for early guilty pleas is set down by parliament.  what the new guideline on reduced sentences for guilty pleas does is increase the chances of convicting the guilty by bringing clarity to this process.  it represents a tougher regime than existed previously  because the discount is automatically reduced if a guilty plea is not made at the first available opportunity   he said.,politics
england claim dubai sevens glory england beat fiji 26-21 in a dramatic final in dubai to win the first irb sevens event of the season.  having beaten australia and south africa to reach the final  england fell behind to an early try against fiji. they then took charge with scores from pat sanderson  kai horstman  mathew tait and rob thirlby  but fiji rallied to force a tense finale. scotland were beaten 33-15 by samoa in the plate semi-final and ireland lost 17-5 to tunisia in the shield final. mike friday s england side matched their opponents for pace  power and skill in the final and led 19-7 at half-time. but neumi nanuku and marika vakacegu touched down for fiji  only for a needless trip by tuidriva bainivalu on geoff appleford to allow england to run down the clock.  to be honest  england have wanted to win in dubai for a very long time now  and the people here have wanted us to win for just as long   said friday.   we didn t want to put pressure on ourselves but we are thankful we have achieved that and brought through some young talent at the same time that can hopefully play for the england  15s  in a few years.  portugal confirmed their impressive progress in sevens rugby by recording a sudden-death win over france in the bowl final. samoa won the plate title by edging out argentina 21-19.,sport
roddick to face saulnier in final andy roddick will play cyril saulnier in the final of the sap open in san jose on sunday.  the american top seed and defending champion overcame germany s tommy haas  the third seed  7-6 (7-3) 6-3.  i was feeling horrible earlier in the week   roddick said.  i thought tonight was a step in the right direction.  saulnier battled to a 6-7 (3-7) 6-3 6-3 win over seventh seed jurgen melzer  who twisted his ankle early in the second set. roddick won the last four points of the first-set tie-break before being broken at the start of the second set. but he broke straight back and then broke haas again to lead 4-2.  it s extremely frustrating when you have chances against a top-five player and don t do anything with them   admitted haas.  i rushed a few backhands and he took advantage.  saulnier will move into the world s top 50 for the first time after his passage through to the final.  it s taken a lot of work and a lot of fighting in my mind   he revealed.  sometimes i didn t believe i could get to a final and now i am here. i ve stayed mentally strong.  i m on the way. i ll keep fighting and work a lot and i ll be up there.,sport
mps demand  budget leak  answers ministers have been asked to explain how budget details were printed in a london newspaper half an hour before gordon brown made his speech.  the tories said a large chunk of the budget appeared to have been leaked in what they describe as a  serious breach of treasury confidentiality . the lib dems called for commons leader peter hain to make a statement and said chancellors had resigned over leaks. they were told it would be brought to speaker michael martin s attention. in the commons  tory frontbencher andrew tyrie mp demanded an immediate ministerial statement about how measures had been  clearly  or at least apparently  leaked to the evening standard .  raising a point of order  he said it was  the latest in a long line of discourtesies to this house   as well as a breach of confidentiality. he said:  i can only hope it is unintentional. if it were planned it would be a very grave matter indeed. a previous labour chancellor resigned after he leaked the budget.  hugh dalton resigned after leaking details of his 1947 budget to journalist john carvel  who published them in a london newspaper  just minutes before they were announced to the house of commons. liberal democrat david laws said it was a  very serious matter  and said mr hain should make a statement on thursday. deputy speaker sylvia heal agreed it was  of concern  but said nothing could be done immediately but the issue would be brought to mr martin s attention.,politics
